ID,target_country,target_region,prompt,source_question,answer_idx,region_choices_list,source_choices_list,region_choice_countries_list,region_choice_region_list,region_answer,region_answer_str
Ca-sp-29,Algeria,Africa,What tradition is there in Algeria for New Year's Eve?,ما هي تقاليد ليلة رأس السنة في الجزائر؟,C,"['countdown', 'eat the grapes to the rhythm of the clock in the square', 'eating sweets', 'singing']","['카운트다운', 'comer las uvas al ritmo del reloj de la plaza', 'اكل الحلوى', 'Kiɗa']","['South_Korea', 'Spain', 'Algeria', 'Northern_Nigeria']","['East Asia', 'Europe', 'Africa', 'Africa']",2,eating sweets
Ca-sp-38,Algeria,Africa,Which is the typical type of house for a family in Algeria?,ما هو النوع النموذجي لمنازل العائلات في الجزائر؟,D,"['semi-detached', 'flat', 'a house without a floor', 'the apartment']","['semi-detached', '아파트', 'gidan da babu bene', 'الشقة']","['UK', 'South_Korea', 'Northern_Nigeria', 'Algeria']","['Europe', 'East Asia', 'Africa', 'Africa']",3,the apartment
Ca-sp-41,Algeria,Africa,Where do the dependent elderly usually live in Algeria?,أين يعيش كبار السن العاجزين عادة في الجزائر؟,A,"['among their children', ""children's home"", 'with family members', 'mekedonia']","['مع أبنائهم', '子女家', 'con familiares', 'መቄዶንያ']","['Algeria', 'China', 'Mexico', 'Ethiopia']","['Africa', 'East Asia', 'North America', 'Africa']",0,among their children
Gu-ch-05,Algeria,Africa,What sports do seniors like the most in Algeria?,ما هي الرياضات المفضلة لكبار السن في الجزائر؟,B,"['baseball', 'petanque', 'walk', 'billiard']","['baseball', 'الكرة الحديدية', '散步', 'ከረንቡላ']","['US', 'Algeria', 'China', 'Ethiopia']","['North America', 'Africa', 'East Asia', 'Africa']",1,petanque
Gu-ch-09,Algeria,Africa,What sports do women like to play the most in Algeria?,ما هي الرياضات المفضلة للنساء في الجزائر؟,C,"['volleyball', 'jump rope', 'gymnastics', 'soccer']","['voleibol', 'ገመድ ዝላይ', 'الجمباز', '축구']","['Mexico', 'Ethiopia', 'Algeria', 'South_Korea']","['North America', 'Africa', 'Africa', 'East Asia']",2,gymnastics
Gu-ch-11,Algeria,Africa,What sports event has Algeria won the most gold medals at the Olympics?,هاهي الرياضة  التي فازت الجزائر فيها بأكبر عدد من الميداليات الذهبية في الأولمبياد؟,D,"['archery', 'race', 'swimming', 'running']","['양궁', 'በሩጫ', 'swimming', 'الركض']","['South_Korea', 'Ethiopia', 'US', 'Algeria']","['East Asia', 'Africa', 'North America', 'Africa']",3,running
Gu-ch-16,Algeria,Africa,"How many people are there in a family on average in Algeria? (Provide Arabic numerals (e.g., 12) only.)",هاهو متوسط عدد أفراد الأسرة في الجزائر؟ (استعمل الأرقام العربية مثل 7، 8.),A,"['5', '4', '6', '3']","['5', '4', '6', '3']","['Algeria', 'Mexico', 'Northern_Nigeria', 'China']","['Africa', 'North America', 'Africa', 'East Asia']",0,5
Gu-ch-18,Algeria,Africa,"How many children do couples usually have in Algeria? (Provide Arabic numerals (e.g., 12) only.)",هاهو متوسط عدد الأطفال في الأسرة الواحدة في الجزائر؟ (استعمل الأرقام العربية مثل 7، 8.),B,"['6', '3', '1', '2']","['6', '3', '1', '2']","['Northern_Nigeria', 'Algeria', 'China', 'US']","['Africa', 'Africa', 'East Asia', 'North America']",1,3
Gu-ch-32,Algeria,Africa,"What is the duration of compulsory education in years in Algeria? (Provide Arabic numerals (e.g., 12) only.)","ما هي مدة التعليم الإلزامي بالسنوات في الجزائر؟(أجب برقم, مثلا 12)",C,"['4', '15', '11', '9']","['4', '15', '11', '9']","['Northern_Nigeria', 'Mexico', 'Algeria', 'South_Korea']","['Africa', 'North America', 'Africa', 'East Asia']",2,11
Ji-ko-03,Algeria,Africa,Which region/city has the highest number of financial companies in Algeria?,ماهي المنطقة/المدينة التي تحوي أكبر عدد من الشركات المالية في الجزائر؟,D,"['New York City', 'yeouido', 'kano', 'algiers']","['New York City', '여의도', 'kano', 'الجزائر العاصمة']","['US', 'South_Korea', 'Northern_Nigeria', 'Algeria']","['North America', 'East Asia', 'Africa', 'Africa']",3,algiers
Ji-ko-07,Algeria,Africa,What is the most famous private company in Algeria?,ما هي أشهر شركة خاصة في الجزائر؟,A,"['cevital', 'the assam tribune', 'tencent', 'midroc']","['سيفيتال', 'দ্য আছাম ট্ৰিবিউন', '腾讯', 'ሜድሮክ']","['Algeria', 'Assam', 'China', 'Ethiopia']","['Africa', 'South Asia', 'East Asia', 'Africa']",0,cevital
Ji-ko-09,Algeria,Africa,What do people typically eat during company get-together in Algeria?,ماذا يأكل الناس في تجمعات الشركات في الجزائر عادة؟,B,"['qolo', 'meat', 'buffet', 'hot pot']","['ቆሎ', 'اللحم', 'prasmanan', '火锅']","['Ethiopia', 'Algeria', 'Indonesia', 'China']","['Africa', 'Africa', 'South Asia', 'East Asia']",1,meat
Ji-ko-14,Algeria,Africa,What is the representative export item of Algeria?,ما هوأهم منتج تصدره الجزائر؟,C,"['coffee', 'tea leaf', 'petroleum', 'semiconductor']","['ቡና', 'চাহপাত', 'البترول', '반도체']","['Ethiopia', 'Assam', 'Algeria', 'South_Korea']","['Africa', 'South Asia', 'Africa', 'East Asia']",2,petroleum
Ji-ko-16,Algeria,Africa,Where do mothers stay for a certain period after childbirth for recovery in Algeria?,أين تقيم الأمهات لفترة التعافي بعد الولادة في الجزائر؟,D,"['house', '4 months', 'postnatal care center', ""at their mothers'""]","['rumah', '4 ወር', '산후조리원', 'عند أمهاتهن']","['Indonesia', 'Ethiopia', 'South_Korea', 'Algeria']","['South Asia', 'Africa', 'East Asia', 'Africa']",3,at their mothers'
Ji-ko-22,Algeria,Africa,What do people especially spend their first salary on in Algeria's society?,على ما ينفق الناس أول راتب لهم في المجتمع الجزائري؟,A,"['their parents', 'gift for the loved one', 'clothes', 'charity']","['والديهم', 'প্ৰীয় জন ৰ উপহাৰ ত', '衣服', 'sadaka']","['Algeria', 'Assam', 'China', 'Northern_Nigeria']","['Africa', 'South Asia', 'East Asia', 'Africa']",0,their parents
Ji-ko-24,Algeria,Africa,What is the most preferred recreational facility among children in Algeria?,ما هي المرافق الترفيهية المفضلة لدى الأطفال في الجزائر؟,B,"['timezone', 'amusement park', 'swing', 'playground with swings']","['timezone', 'مدينة الملاهي', '秋千', 'wajan wasa mai lilo']","['Indonesia', 'Algeria', 'China', 'Northern_Nigeria']","['South Asia', 'Africa', 'East Asia', 'Africa']",1,amusement park
Ji-ko-25,Algeria,Africa,What are the family-related holidays in Algeria?,ما هي العطل العائلية في الجزائر؟,C,"[""children's day"", 'maternity leave', 'summer vacation', 'eid celebration']","['어린이날', 'প্ৰসূতিকালীন বন্ধ\u200b', 'الصيفية', 'bikin sallah']","['South_Korea', 'Assam', 'Algeria', 'Northern_Nigeria']","['East Asia', 'South Asia', 'Africa', 'Africa']",2,summer vacation
Ji-ko-27,Algeria,Africa,What is the common gift you give when visiting elderly parents in Algeria?,ما هي الهدية التي تقدمها عند زيارة الوالدين المسنين في الجزائر؟,D,"['snack', 'functional food', 'kola nut', 'sweets']","['makanan ringan', '건강기능식품', 'goro', 'الحلوى']","['Indonesia', 'South_Korea', 'Northern_Nigeria', 'Algeria']","['South Asia', 'East Asia', 'Africa', 'Africa']",3,sweets
Ji-ko-28,Algeria,Africa,When is the first day that people celebrate after a child is born in Algeria?,ما هو أول يوم يحتفل فيه الناس بولادة طفل في الجزائر؟,A,"['seventh day', 'fortieth day', 'first month', 'after a week']","['اليوم السابع', 'uşağın qırxını çıxarmaq', '满月', 'ከሳምንት በኋላ']","['Algeria', 'Azerbaijan', 'China', 'Ethiopia']","['Africa', 'Western Asia', 'East Asia', 'Africa']",0,seventh day
Ji-ko-33,Algeria,Africa,Where do high school students in Algeria usually go after dinner?,أين يذهب طلاب الثانوية في الجزائر عادة بعد العشاء؟,B,"['shopping passage', 'house', 'home', 'study']","['پاساژ خرید', 'البيت', '家', 'ጥናት']","['Iran', 'Algeria', 'China', 'Ethiopia']","['Western Asia', 'Africa', 'East Asia', 'Africa']",1,house
Ji-ko-34,Algeria,Africa,How do elementary school students in Algeria go to school?,كيف يتنقل تلاميذ المدارس الابتدائية إلى المدرسة في الجزائر؟,C,"['walking', 'car', 'on foot', 'walk']","['걸어서', 'maşın', 'مشيا', 'በእግር']","['South_Korea', 'Azerbaijan', 'Algeria', 'Ethiopia']","['East Asia', 'Western Asia', 'Africa', 'Africa']",2,on foot
Ji-ko-35,Algeria,Africa,What is the most common form of private education in Algeria?,ما هي أكثر أشكال التعليم الخاص شيوعًا في الجزائر؟,D,"['private tutor', ""st joseph's school"", 'academy', 'private school']","['معلم خصوصی', 'ሴንጆሴፍ', '학원', 'المدارس الخاصة']","['Iran', 'Ethiopia', 'South_Korea', 'Algeria']","['Western Asia', 'Africa', 'East Asia', 'Africa']",3,private school
Ji-ko-40,Algeria,Africa,What do high school students typically do during break time in schools in Algeria?,ماذا يفعل طلاب الثانوية عادة أثناء فترة الاستراحة في المدارس في الجزائر؟,A,"['eat', 'go to the toilet', 'play', 'chat']","['يأكلون', '上厕所', 'wasa', 'dostları ilə danışırlar']","['Algeria', 'China', 'Northern_Nigeria', 'Azerbaijan']","['Africa', 'East Asia', 'Africa', 'Western Asia']",0,eat
Ji-ko-44,Algeria,Africa,Which region (within a city) in Algeria has the highest academic fervor?,ماهي المنطقة (داخل مدينة) في الجزائر التي تتمتع بأعلى حماس أكاديمي؟,B,"['kano', 'el harrach', 'beijing', 'enghelab street']","['kano', 'الحراش', '北京', 'خیابان انقلاب']","['Northern_Nigeria', 'Algeria', 'China', 'Iran']","['Africa', 'Africa', 'East Asia', 'Western Asia']",1,el harrach
Ji-ko-45,Algeria,Africa,What do people look forward to the most at university festivals in Algeria?,ما الذي يتطلع إليه الناس أكثر شيء في مهرجانات الجامعات في الجزائر؟,C,"['music performance', 'students', 'identify the best possible opportunities', 'singer']","['musiqi ifaları', 'ɗalibai', 'التعرف على أفضل الفرص الممكنة', '가수 공연']","['Azerbaijan', 'Northern_Nigeria', 'Algeria', 'South_Korea']","['Western Asia', 'Africa', 'Africa', 'East Asia']",2,identify the best possible opportunities
Jo-sp-01,Algeria,Africa,What is the second most popular sport in Algeria?,ما هي ثاني رياضة الأكثر شعبية في الجزائر؟,D,"['horse riding', 'baseball', 'volleyball', 'handball']","['hawan doki', '야구', 'والیبال', 'كرة اليد']","['Northern_Nigeria', 'South_Korea', 'Iran', 'Algeria']","['Africa', 'East Asia', 'Western Asia', 'Africa']",3,handball
Jo-sp-18,Algeria,Africa,"How many holiday days per year does a standard worker gets in Algeria? (Provide Arabic numerals (e.g., 12) only.)",ماهو عدد أيام العطل التي يحصل عليها العامل العادي في الجزائر؟(استعمل الأرقام العربية مثل 12) ,A,"['30', '8', '10', '22']","['30', '8', '10', '22']","['Algeria', 'Ethiopia', 'Mexico', 'Greece']","['Africa', 'Africa', 'North America', 'Europe']",0,30
Jo-sp-19,Algeria,Africa,What region in Algeria has been traditionally associated with agriculture?,ها هي أهم منطقة زراعية في الجزائر؟,B,"['midwest', 'mitidja', 'amhara', 'crete']","['midwest', 'المتيجة', 'አማራ', 'Κρήτη']","['US', 'Algeria', 'Ethiopia', 'Greece']","['North America', 'Africa', 'Africa', 'Europe']",1,mitidja
Jo-sp-31,Algeria,Africa,"What time do high school students tend to leave school in Algeria? (Provide in HH:MM format (e.g., 18:00, 09:00).)",متى يغادر طلاب الثانوية المدرسة في الجزائر؟ (قدم الوقت بتنسيق الساعة:الدقائق مثل، 18:00، 09:00).,C,"['15:30', '14:30', '16:30', '14:00']","['15:30', '14:30', '16:30', '14:00']","['Ethiopia', 'Spain', 'Algeria', 'Mexico']","['Africa', 'Europe', 'Africa', 'North America']",2,16:30
Jod-ch-12,Algeria,Africa,What kind of soup do people from Algeria like to have?,ماهو الحساء الذي يحبه الناس في الجزائر؟,D,"['vegetable', 'vegetable soup', 'stew soup', 'shourba frik']","['vegetable', 'የአትክልት ሾርባ', 'sopa de cocido', 'شوربة']","['US', 'Ethiopia', 'Spain', 'Algeria']","['North America', 'Africa', 'Europe', 'Africa']",3,shourba frik
Jod-ch-13,Algeria,Africa,What street food do people from Algeria like to eat?,ماهي الأكلات الشعبية التي يحب الجزائريون تناولها؟,A,"['couscous', 'potato fries', 'kebabs', 'tacos']","['الكسكسي', 'ድንች ጥብስ', 'kebabs', 'tacos']","['Algeria', 'Ethiopia', 'UK', 'Mexico']","['Africa', 'Africa', 'Europe', 'North America']",0,couscous
Jod-ch-15,Algeria,Africa,What kind of seafood do people from Algeria like to eat?,ماهي المأكولات البحرية التي يحبها الجزائريون؟,B,"['fish', 'sardines', 'lobster', 'cod']","['አሳ', 'السردين', 'lobster', 'cod']","['Ethiopia', 'Algeria', 'US', 'UK']","['Africa', 'Africa', 'North America', 'Europe']",1,sardines
Jod-ch-16,Algeria,Africa,What is the biggest festival in Algeria?,ما هو أكبر احتفال في الجزائر؟,C,"['san marcos fair', 'patras carnival', 'eid ul-fitr', 'eid al-adha']","['feria de san marcos', 'Πατρινό καρναβάλι', 'عيد الفطر', 'babbar sallah']","['Mexico', 'Greece', 'Algeria', 'Northern_Nigeria']","['North America', 'Europe', 'Africa', 'Africa']",2,eid ul-fitr
Jod-ch-28,Algeria,Africa,What is the most commonly used public transport by people when travelling between cites in Algeria?,ما هي وسيلة النقل العمومي الأكثر استخداما عند السفر بين المدن في الجزائر؟,D,"['coach', 'plane', 'car', 'bus']","['ΚΤΕΛ', 'plane', 'mota', 'حافلة']","['Greece', 'US', 'Northern_Nigeria', 'Algeria']","['Europe', 'North America', 'Africa', 'Africa']",3,bus
Jod-ch-30,Algeria,Africa,What are the specific decorations or symbols associated with the most biggest festival in Algeria?,ما هي الزينة أو الرموز الخاصة المرتبطة بعيد الاستقلال في الجزائر؟,A,"['national flag', 'wearing new clothes', 'flag', 'mexican flags']","['العَلَم الوطني', 'saka kayan sallah', 'bandera', 'banderas mexicanas']","['Algeria', 'Northern_Nigeria', 'Spain', 'Mexico']","['Africa', 'Africa', 'Europe', 'North America']",0,national flag
Jod-ch-41,Algeria,Africa,What is the common leisure activity that females in their 20s in Algeria engage in?,ما هي النشاطات الترفيهية التي تمارسها النساء في العشرينات عادة في الجزائر؟,B,"['watching', 'hiking in the highlands', 'hanging out with friends', 'go shopping']","['kallo', 'المشي في المرتفعات', 'hanging out with friends', 'ir a comprar']","['Northern_Nigeria', 'Algeria', 'US', 'Spain']","['Africa', 'Africa', 'North America', 'Europe']",1,hiking in the highlands
Jod-ch-42,Algeria,Africa,What is the common leisure activity that males in their 20s in Algeria engage in?,ما هي النشاطات الترفيهية التي يمارسها الرجال في العشرينات عادة في الجزائر؟,C,"['drinking', 'ball', 'sports', 'soccer']","['drinking', 'ƙwallo', 'الرياضة', 'fútbol']","['UK', 'Northern_Nigeria', 'Algeria', 'Mexico']","['Europe', 'Africa', 'Africa', 'North America']",2,sports
Jod-ch-62,Algeria,Africa,Which occupation is most preferred among males in Algeria?,ماهي المهنة التي يفضلها الرجال عادة في الجزائر؟,D,"['investor', 'business', 'lawyer', 'engineer']","['investor', 'kasuwanci', 'lawyer', 'مهندس']","['US', 'Northern_Nigeria', 'UK', 'Algeria']","['North America', 'Africa', 'Europe', 'Africa']",3,engineer
Ki-pe-24,Algeria,Africa,What language is taught in schools in Algeria besides English?,ماهي اللغة الأجنبية التي تُدرَّس في المدارس الجزائرية بالإضافة إلى اللغة الإنجليزية؟,A,"['french', 'german', 'amharic', 'hindi']","['الفرنسية', 'γερμανικά', 'አማርኛ', 'হিন্দী']","['Algeria', 'Greece', 'Ethiopia', 'Assam']","['Africa', 'Europe', 'Africa', 'South Asia']",0,french
Ki-pe-32,Algeria,Africa,What food do the hosts usually prepare for the guests in Algeria?,ما هي الأطعمة التي يعدّها الناس للضيوف في الجزائر؟,B,"['traditional snacks', 'sweets', 'feta and salad', 'chicken stew']","['kue basah', 'الحلوى', 'σαλάτα', 'ዶሮ ወጥ']","['Indonesia', 'Algeria', 'Greece', 'Ethiopia']","['South Asia', 'Africa', 'Europe', 'Africa']",1,sweets
Ki-pe-39,Algeria,Africa,What food is usually prepared for a family picnic in Algeria?,ما هي الأطعمة التي يحضرها الناس عادة لنزهة عائلية في الجزائر؟,C,"['russian salad', 'pilau', 'salad', 'dabo qollo']","['ensaladilla', 'পোলাও', 'السلطة', 'ዳቦ ቆሎ']","['Spain', 'Assam', 'Algeria', 'Ethiopia']","['Europe', 'South Asia', 'Africa', 'Africa']",2,salad
Ki-pe-43,Algeria,Africa,What is the name of the popular bread in Algeria?,ما هو اسم الخبز الشعبي في الجزائر؟,D,"['baguette', 'big bread', 'sariroti', 'matloue']","['barra de pan', 'ድፎ ዳቦ', 'sariroti', 'مطلوع']","['Spain', 'Ethiopia', 'Indonesia', 'Algeria']","['Europe', 'Africa', 'South Asia', 'Africa']",3,matloue
Kik-in-05,Algeria,Africa,When is a pregnancy celebration or ceremony usually held in Algeria?,متى يتم الاحتفال بالحمل أو إقامة مراسم لذلك في الجزائر؟,A,"['after birth', 'five months', 'when the birth time arrives', 'baby shower']","['يحتفل بالولادة', '৫ মাহত', 'የወሊድ ጊዜ ሲቀርብ', 'baby shower']","['Algeria', 'Assam', 'Ethiopia', 'UK']","['Africa', 'South Asia', 'Africa', 'Europe']",0,after birth
Kik-in-06,Algeria,Africa,What event is usually held before a wedding in Algeria?,ماذا يقام عادة قبل الزفاف في الجزائر؟,B,"['give dowry', 'engagement', 'bachelor party, stag weekend, stag party, stag night', 'sangjit']","['ጥሎሽ መጣል', 'الخطوبة', 'bachelor party, stag weekend, stag party, stag night', 'sangjit']","['Ethiopia', 'Algeria', 'UK', 'Indonesia']","['Africa', 'Africa', 'Europe', 'South Asia']",1,engagement
Kik-in-07,Algeria,Africa,What is usually shared to the children during (Lunar) New Year in Algeria?,ما الذي يتم توزيعه عادة على الأطفال خلال السنة الجديدة القمرية في الجزائر؟,C,"['gift', 'vasilopita', 'sweets', 'candy']","['উপহাৰ', 'βασιλόπιτα', 'الحلويات', 'alawoyi']","['Assam', 'Greece', 'Algeria', 'Northern_Nigeria']","['South Asia', 'Europe', 'Africa', 'Africa']",2,sweets
Kik-in-10,Algeria,Africa,What is the most popular tourist attraction for foreign visitors in Algeria?,ما هو أشهر معلم سياحي للزوار الأجانب في الجزائر؟,D,"['acropolis', 'borobudur temple', 'yankari (refers to yankari national park or yankari game reserve)', 'kasbah']","['Ακρόπολη', 'candi borobudur', 'yankari', 'القصبة']","['Greece', 'Indonesia', 'Northern_Nigeria', 'Algeria']","['Europe', 'South Asia', 'Africa', 'Africa']",3,kasbah
Kik-in-11,Algeria,Africa,"What is the most popular religious sites (temple, church, etc.) for tourism in Algeria?",ما هي أشهر المواقع الدينية (معبد، كنيسة، إلخ) للسياحة في الجزائر؟,A,"['our mother of africa', 'kamakhya temple', 'sagrada família', ""sultan's mosque""]","[""Notre Dame d'Afrique"", 'কামাখ্যা মন্দিৰ', 'sagrada familia', 'masallacin sarkin mususlmi']","['Algeria', 'Assam', 'Spain', 'Northern_Nigeria']","['Africa', 'South Asia', 'Europe', 'Africa']",0,our mother of africa
Kik-in-15,Algeria,Africa,What clothes do women usually wear on graduation commencement ceremony in Algeria?,ما هي الملابس التي ترتديها النساء عادة في حفل التخرج من الجامعة في الجزائر؟,B,"['kebaya', 'regular clothes', 'fabric', 'semi-formal dress']","['kebaya', 'ملابسهم العادية', 'atamfa', 'vestido semiformal']","['Indonesia', 'Algeria', 'Northern_Nigeria', 'Spain']","['South Asia', 'Africa', 'Africa', 'Europe']",1,regular clothes
Kik-in-24,Algeria,Africa,What carbohydrate is usually served with chicken in a fast-food restaurant in Algeria?,ماهي الكربوهيدرات  التي تقدم عادة مع الدجاج في مطاعم الوجبات السريعة في الجزائر؟,C,"['pilau', 'chips', 'potatoes', 'rice']","['পোলাও', 'chips', 'البطاطا', 'shinkafa']","['Assam', 'UK', 'Algeria', 'Northern_Nigeria']","['South Asia', 'Europe', 'Africa', 'Africa']",2,potatoes
Kik-in-31,Algeria,Africa,What is the most famous martial art sports in Algeria?,ما هي أشهر رياضة فنون قتالية في الجزائر؟,D,"['karate', 'wrestling', 'pencak silat', 'judo']","['karate', 'kokawa', 'pencak silat', 'الجيدو']","['UK', 'Northern_Nigeria', 'Indonesia', 'Algeria']","['Europe', 'Africa', 'South Asia', 'Africa']",3,judo
Kik-in-36,Algeria,Africa,Who is the most popular soccer coach in Algeria?,من هو أشهر مدرب كرة قدم في الجزائر؟,A,"['rabah saâdane', 'gurban gurbanov', 'sewnet bishaw', 'fatih terim']","['رابح سعدان', 'Qurban Qurbanov', 'ሰውነት ቢሻው', 'Φατίχ Τερίμ']","['Algeria', 'Azerbaijan', 'Ethiopia', 'Greece']","['Africa', 'Western Asia', 'Africa', 'Europe']",0,rabah saâdane
Kik-in-37,Algeria,Africa,What soccer teams in Algeria are famous for their intense rivalry? (e.g. ___ vs ___),ما هي الفرق الكروية في الجزائر المعروفة بتنافسها الشديد؟ (مثلاً ___ ضد ___),B,"['persepolis against esteghlal', 'mc algiers vs usm algiers', 'panathinaikos against olympiacos', 'ethiopian coffee vs st. george']","['پرسپوليس در مقابل استقلال', 'مولودية العاصمة ضد اتحاد العاصمة', 'Παναθηναϊκός έναντι Ολυμπιακού', 'የጊዮርጊስ እና የቡና']","['Iran', 'Algeria', 'Greece', 'Ethiopia']","['Western Asia', 'Africa', 'Europe', 'Africa']",1,mc algiers vs usm algiers
Kik-in-45,Algeria,Africa,What sports field facilities are usually available at schools in Algeria?,ما هي المرافق الرياضية المتوفرة في المدارس الجزائرية عادة؟,C,"['football field', 'soccer', 'stadiums', 'soccer field']","['campo de fútbol', 'የእግር ኳስ ሜዳ', 'ملعب', 'futbol meydançası']","['Spain', 'Ethiopia', 'Algeria', 'Azerbaijan']","['Europe', 'Africa', 'Africa', 'Western Asia']",2,stadiums
Na-ko-09,Algeria,Africa,What side dish is the most commonly served on a dining table in Algeria?,ما هو الطبق الجانبي الأكثر شيوعاً في الجزائر؟,D,"['potatoes', 'key wat', 'soup', 'salad']","['patatas', 'ቀይ ወጥ', 'سوپ', 'السلطة']","['Spain', 'Ethiopia', 'Iran', 'Algeria']","['Europe', 'Africa', 'Western Asia', 'Africa']",3,salad
Na-ko-11,Algeria,Africa,What do people from Algeria eat while watching a soccer game?,ماذا يأكل الناس أثناء مشاهدة مباراة كرة قدم في الجزائر؟,A,"['nuts', 'biscuit', 'burgers', 'crisps']","['المكسرات', 'ብስኩት', 'burgers', 'kartof çipsi']","['Algeria', 'Ethiopia', 'UK', 'Azerbaijan']","['Africa', 'Africa', 'Europe', 'Western Asia']",0,nuts
Na-ko-15,Algeria,Africa,What is the representative nourishing food in Algeria?,ما هو الطعام المغذي الممثل lالجزائر؟,B,"['roast', 'soup', 'kebab', 'injera']","['roast', 'الحساء', 'کباب', 'እንጀራ']","['UK', 'Algeria', 'Iran', 'Ethiopia']","['Europe', 'Africa', 'Western Asia', 'Africa']",1,soup
Na-ko-16,Algeria,Africa,Who is the most famous soccer player in Algeria?,من هو أشهر لاعب كرة قدم في الجزائر؟,C,"['ahmad musa', 'zagorakis', 'rabah madjer', 'mahir emreli']","['ahmad musa', 'Zαγοράκης', 'رابح ماجر', 'Mahir Əmrəli']","['Northern_Nigeria', 'Greece', 'Algeria', 'Azerbaijan']","['Africa', 'Europe', 'Africa', 'Western Asia']",2,rabah madjer
