ID,target_country,target_region,prompt,source_question,answer_idx,region_choices_list,source_choices_list,region_choice_countries_list,region_choice_region_list,region_answer,region_answer_str
An-ar-43,Indonesia,South Asia,What are the common places or venues where individuals in Indonesia usually gather to watch sports broadcasts?,Apa saja tempat atau lokasi umum di mana orang-orang di Indonesia biasanya berkumpul untuk menonton siaran olahraga?,C,"['pub', 'bars', 'stall', 'shop']","['bar', 'መጠጥ ቤቶች', 'warung', 'তিনিআলিৰ দোকানত']","['Spain', 'Ethiopia', 'Indonesia', 'Assam']","['Europe', 'Africa', 'South Asia', 'South Asia']",2,stall
Ca-sp-06,Indonesia,South Asia,Which is the most important meal of the day to people from Indonesia?,Manakah waktu makan yang paling penting dalam sehari bagi orang-orang Indonesia?,D,"['injera', 'breakfast', 'afternoon meal', 'lunch']","['እንጀራ', 'breakfast', 'দুপৰীয়াৰ আহাৰ', 'makan siang']","['Ethiopia', 'UK', 'Assam', 'Indonesia']","['Africa', 'Europe', 'South Asia', 'South Asia']",3,lunch
Ca-sp-09,Indonesia,South Asia,What do people from Indonesia usually eat for dessert?,Apa yang biasanya dimakan orang Indonesia untuk makanan penutup?,A,"['cendol', 'chocolate', 'rice pudding', 'judge']","['cendol', 'σοκολάτα', 'পায়স', 'alkali']","['Indonesia', 'Greece', 'Assam', 'Northern_Nigeria']","['South Asia', 'Europe', 'South Asia', 'Africa']",0,cendol
Ca-sp-11,Indonesia,South Asia,Which day of the week do people usually organize a family meal in Indonesia?,Hari apa dalam seminggu orang biasanya mengadakan makan bersama keluarga di Indonesia?,B,"['on sunday', 'saturday', 'sunday', 'friday']","['ৰবিবাৰে', 'sabtu', 'domingo', ""juma'a""]","['Assam', 'Indonesia', 'Spain', 'Northern_Nigeria']","['South Asia', 'South Asia', 'Europe', 'Africa']",1,saturday
Ca-sp-29,Indonesia,South Asia,What tradition is there in Indonesia for New Year's Eve?,Apa tradisi yang ada di Indonesia untuk Malam Tahun Baru?,C,"['bihu', 'fireworks', 'set off firecrackers', 'singing']","['বিহু', 'fireworks', 'petasan', 'Kiɗa']","['Assam', 'UK', 'Indonesia', 'Northern_Nigeria']","['South Asia', 'Europe', 'South Asia', 'Africa']",2,set off firecrackers
Ca-sp-38,Indonesia,South Asia,Which is the typical type of house for a family in Indonesia?,Apa jenis rumah yang biasa untuk sebuah keluarga di Indonesia?,D,"['assam type', 'detached house', 'the apartment', 'house']","['আসাম টাইপ', 'casa unifamiliar', 'الشقة', 'rumah tapak']","['Assam', 'Mexico', 'Algeria', 'Indonesia']","['South Asia', 'North America', 'Africa', 'South Asia']",3,house
Ca-sp-41,Indonesia,South Asia,Where do the dependent elderly usually live in Indonesia?,Di mana para lansia yang membutuhkan bantuan biasanya tinggal di Indonesia?,A,"['nursing home', 'among their children', 'home', 'assisted living']","['panti jompo', 'مع أبنائهم', 'নিজ গৃহত', 'assisted living']","['Indonesia', 'Algeria', 'Assam', 'US']","['South Asia', 'Africa', 'South Asia', 'North America']",0,nursing home
Ca-sp-42,Indonesia,South Asia,"How long (in weeks) is Indonesia's maternity leave for mums? (Provide Arabic numerals (e.g., 20) only.)","Berapa lama (dalam minggu) cuti hamil di Indonesia untuk ibu? (Hanya berikan angka Arab (misalnya, 20).)",B,"['24', '12', '9', '16']","['24', '12', '9', '16']","['Assam', 'Indonesia', 'Mexico', 'Ethiopia']","['South Asia', 'South Asia', 'North America', 'Africa']",1,12
Ca-sp-43,Indonesia,South Asia,"How long (in weeks) is Indonesia's paternity leave for dads? (Provide Arabic numerals (e.g., 20) only.)","Berapa lama (dalam minggu) cuti paternitas di Indonesia untuk ayah? (Hanya berikan angka Arab (misalnya, 20).)",C,"['1', '6', '40', '12']","['1', '6', '40', '12']","['Ethiopia', 'US', 'Indonesia', 'Assam']","['Africa', 'North America', 'South Asia', 'South Asia']",2,40
Ca-sp-45,Indonesia,South Asia,What type of destination is commonly chosen for a family vacation in Indonesia?,Jenis destinasi apa yang biasanya dipilih untuk liburan keluarga di Indonesia?,D,"['cancun', 'minjibir package', 'hilly area', 'beach']","['Cancún', 'minjibir pack', 'পাহাৰীয়া ঠাই', 'pantai']","['Mexico', 'Northern_Nigeria', 'Assam', 'Indonesia']","['North America', 'Africa', 'South Asia', 'South Asia']",3,beach
Gu-ch-05,Indonesia,South Asia,What sports do seniors like the most in Indonesia?,Olahraga apa yang paling disukai oleh orang tua di Indonesia?,A,"['badminton', 'cards', 'walk', 'baseball']","['bulutangkis', 'karta', 'খোজকঢ়া', 'baseball']","['Indonesia', 'Northern_Nigeria', 'Assam', 'US']","['South Asia', 'Africa', 'South Asia', 'North America']",0,badminton
Gu-ch-11,Indonesia,South Asia,What sports event has Indonesia won the most gold medals at the Olympics?,Dalam olahraga apa Indonesia memenangkan medali emas terbanyak di Olimpiade?,B,"['running', 'badminton', 'wrestling', 'hockey']","['الركض', 'badminton', 'güləş', 'হকী']","['Algeria', 'Indonesia', 'Azerbaijan', 'Assam']","['Africa', 'South Asia', 'Western Asia', 'South Asia']",1,badminton
Gu-ch-15,Indonesia,South Asia,What sports do male students in university like to play the most in Indonesia?,Olahraga apa yang paling disukai oleh mahasiswa pria di universitas untuk dimainkan di Indonesia?,C,"['football', 'cricket', 'badminton', 'soccer']","['فوتبال', 'ক্ৰিকেট', 'badminton', 'كرة القدم']","['Iran', 'Assam', 'Indonesia', 'Algeria']","['Western Asia', 'South Asia', 'South Asia', 'Africa']",2,badminton
Gu-ch-31,Indonesia,South Asia,"What is the duration of elementary school in years in Indonesia? (Provide Arabic numerals (e.g., 12) only.)","Berapa lama durasi sekolah dasar dalam tahun di Indonesia? (Berikan hanya angka Arab (misalnya, 12).)",D,"['5', '8', '4', '6']","['5', '8', '4', '6']","['Assam', 'Ethiopia', 'Azerbaijan', 'Indonesia']","['South Asia', 'Africa', 'Western Asia', 'South Asia']",3,6
Gu-ch-32,Indonesia,South Asia,"What is the duration of compulsory education in years in Indonesia? (Provide Arabic numerals (e.g., 12) only.)","Berapa lama durasi pendidikan wajib dalam tahun di Indonesia? (Berikan hanya angka Arab (contoh, 12).)",A,"['12', '8', '14', '18']","['12', '8', '14', '18']","['Indonesia', 'Iran', 'Assam', 'Ethiopia']","['South Asia', 'Western Asia', 'South Asia', 'Africa']",0,12
Ji-ko-03,Indonesia,South Asia,Which region/city has the highest number of financial companies in Indonesia?,Wilayah/kota mana yang memiliki jumlah perusahaan keuangan terbanyak di Indonesia?,B,"['kano', 'jakarta', 'guwahati', 'baku']","['kano', 'jakarta', 'গুৱাহাটী', 'Bakı']","['Northern_Nigeria', 'Indonesia', 'Assam', 'Azerbaijan']","['Africa', 'South Asia', 'South Asia', 'Western Asia']",1,jakarta
Ji-ko-07,Indonesia,South Asia,What is the most famous private company in Indonesia?,Apa perusahaan swasta paling terkenal di Indonesia?,C,"['dangote company', 'iran khodro', 'indofood', 'the assam tribune']","['kamfanin dangote', 'ايرانخودرو', 'indofood', 'দ্য আছাম ট্ৰিবিউন']","['Northern_Nigeria', 'Iran', 'Indonesia', 'Assam']","['Africa', 'Western Asia', 'South Asia', 'South Asia']",2,indofood
Ji-ko-09,Indonesia,South Asia,What do people typically eat during company get-together in Indonesia?,Apa yang biasanya orang makan saat pertemuan perusahaan di Indonesia?,D,"['tea', 'hot pot', 'sandwich', 'buffet']","['চাহ', '火锅', 'σάντουιτς', 'prasmanan']","['Assam', 'China', 'Greece', 'Indonesia']","['South Asia', 'East Asia', 'Europe', 'South Asia']",3,buffet
Ji-ko-14,Indonesia,South Asia,What is the representative export item of Indonesia?,Apa benda ekspor yang mewakili Indonesia?,A,"['indomie', 'yiwu small commodities', 'ham', 'tea leaf']","['indomie', '义乌小商品', 'jamón', 'চাহপাত']","['Indonesia', 'China', 'Spain', 'Assam']","['South Asia', 'East Asia', 'Europe', 'South Asia']",0,indomie
Ji-ko-16,Indonesia,South Asia,Where do mothers stay for a certain period after childbirth for recovery in Indonesia?,Di mana ibu-ibu tinggal untuk sementara waktu setelah melahirkan untuk pemulihan di Indonesia?,B,"['hospital', 'house', 'postpartum care center', 'home']","['hospital', 'rumah', '月子中心', 'নিজা ঘৰত']","['UK', 'Indonesia', 'China', 'Assam']","['Europe', 'South Asia', 'East Asia', 'South Asia']",1,house
Ji-ko-22,Indonesia,South Asia,What do people especially spend their first salary on in Indonesia's society?,Apa yang biasanya orang-orang di Indonesia belanjakan untuk gaji pertama mereka?,C,"['food', 'gift for the loved one', 'pants', 'gift for parents']","['φαγητό', 'প্ৰীয় জন ৰ উপহাৰ ত', 'pakaian', '부모님 선물']","['Greece', 'Assam', 'Indonesia', 'South_Korea']","['Europe', 'South Asia', 'South Asia', 'East Asia']",2,pants
Ji-ko-24,Indonesia,South Asia,What is the most preferred recreational facility among children in Indonesia?,Apa fasilitas rekreasi yang paling disukai oleh anak-anak di Indonesia?,D,"['sports', 'ball pit', 'playground', 'timezone']","['খেলা ধূলা', 'parque de bolas', '놀이터', 'timezone']","['Assam', 'Spain', 'South_Korea', 'Indonesia']","['South Asia', 'Europe', 'East Asia', 'South Asia']",3,timezone
Ji-ko-25,Indonesia,South Asia,What are the family-related holidays in Indonesia?,Apa saja hari libur yang berkaitan dengan keluarga di Indonesia?,A,"['eid holiday', ""children's day"", 'christmas', 'maternity leave']","['lebaran idul fitri', '어린이날', 'christmas', 'প্ৰসূতিকালীন বন্ধ\u200b']","['Indonesia', 'South_Korea', 'UK', 'Assam']","['South Asia', 'East Asia', 'Europe', 'South Asia']",0,eid holiday
Ji-ko-26,Indonesia,South Asia,What are the key milestones associated with children's independence from their parents in Indonesia's society?,Apa saja tonggak utama yang terkait dengan kemandirian anak-anak dari orang tua mereka dalam masyarakat Indonesia?,B,"['getting married', 'entering college', 'work', 'love affection']","['que se casen', 'masuk kuliah', '工作', 'প্ৰেম ভালপোৱা']","['Mexico', 'Indonesia', 'China', 'Assam']","['North America', 'South Asia', 'East Asia', 'South Asia']",1,entering college
Ji-ko-27,Indonesia,South Asia,What is the common gift you give when visiting elderly parents in Indonesia?,Apa hadiah yang biasa diberikan ketika mengunjungi orang tua yang lebih tua di Indonesia?,C,"['wine', 'health care products', 'snack', 'clothes']","['wine', '保健食品', 'makanan ringan', 'কাপোৰ']","['US', 'China', 'Indonesia', 'Assam']","['North America', 'East Asia', 'South Asia', 'South Asia']",2,snack
Ji-ko-28,Indonesia,South Asia,When is the first day that people celebrate after a child is born in Indonesia?,Kapan hari pertama yang dirayakan orang setelah seorang anak lahir di Indonesia?,D,"['days of a month', 'first birthday party', 'baptism', ""on the same day as the child's birth""]","['এক মাহৰ দিনা', '돌', 'bautismo', 'di hari yang sama dengan kelahiran si anak']","['Assam', 'South_Korea', 'Mexico', 'Indonesia']","['South Asia', 'East Asia', 'North America', 'South Asia']",3,on the same day as the child's birth
Ji-ko-33,Indonesia,South Asia,Where do high school students in Indonesia usually go after dinner?,Kemana biasanya siswa SMA di Indonesia pergi setelah makan malam?,A,"['house', ""friend's house"", 'sleeps at home', 'academy']","['rumah', ""friend's house"", 'ঘৰত শুই থাকে', '학원']","['Indonesia', 'US', 'Assam', 'South_Korea']","['South Asia', 'North America', 'South Asia', 'East Asia']",0,house
Ji-ko-35,Indonesia,South Asia,What is the most common form of private education in Indonesia?,Apa bentuk pendidikan swasta yang paling umum di Indonesia?,B,"['private school', 'english course', 'domestic education', 'lyceums']","['私立学校', 'kursus bahasa inggris', 'ঘৰুৱা শিক্ষা', 'liseylər']","['China', 'Indonesia', 'Assam', 'Azerbaijan']","['East Asia', 'South Asia', 'South Asia', 'Western Asia']",1,english course
Ji-ko-40,Indonesia,South Asia,What do high school students typically do during break time in schools in Indonesia?,Apa yang biasanya dilakukan oleh siswa SMA selama waktu istirahat di sekolah-sekolah di Indonesia?,C,"['football', 'eat', 'buying food in the canteen', 'go to the toilet']","['فوتبال', 'জলপান খায়', 'membeli makanan di kantin', '上厕所']","['Iran', 'Assam', 'Indonesia', 'China']","['Western Asia', 'South Asia', 'South Asia', 'East Asia']",2,buying food in the canteen
Ji-ko-41,Indonesia,South Asia,What kind of shoes do students wear in schools in Indonesia?,Sepatu seperti apa yang dipakai oleh siswa di sekolah-sekolah di Indonesia?,D,"['classic shoes', 'black formal shoes', 'indoor shoes', 'black shoes']","['klassik', ""ক'লা ফৰমেল জোতা"", '실내화', 'hitam']","['Azerbaijan', 'Assam', 'South_Korea', 'Indonesia']","['Western Asia', 'South Asia', 'East Asia', 'South Asia']",3,black shoes
Ji-ko-44,Indonesia,South Asia,Which region (within a city) in Indonesia has the highest academic fervor?,Wilayah mana (di dalam sebuah kota) di Indonesia yang memiliki semangat akademis tertinggi?,A,"['jakarta', 'enghelab street', 'gangnam', 'jorhat']","['jakarta', 'خیابان انقلاب', '강남', 'যোৰহাট']","['Indonesia', 'Iran', 'South_Korea', 'Assam']","['South Asia', 'Western Asia', 'East Asia', 'South Asia']",0,jakarta
Ji-ko-45,Indonesia,South Asia,What do people look forward to the most at university festivals in Indonesia?,Apa yang paling dinantikan orang-orang pada festival universitas di Indonesia?,B,"['entertainment', 'food bazaar', 'to learn', 'singers']","['মনোৰঞ্জন', 'bazaar makanan', 'aprender', 'τραγουδιστές']","['Assam', 'Indonesia', 'Mexico', 'Greece']","['South Asia', 'South Asia', 'North America', 'Europe']",1,food bazaar
Jo-sp-01,Indonesia,South Asia,What is the second most popular sport in Indonesia?,Apa olahraga paling populer kedua di Indonesia?,C,"['cricket', 'basketball', 'badminton', 'baseball']","['ক্ৰিকেট', 'μπάσκετ', 'badminton', 'baseball']","['Assam', 'Greece', 'Indonesia', 'US']","['South Asia', 'Europe', 'South Asia', 'North America']",2,badminton
Jo-sp-02,Indonesia,South Asia,What is the most popular sport played without a ball in Indonesia?,Apa olahraga paling populer yang dimainkan tanpa bola di Indonesia?,D,"['kabaddi', 'wrestling', 'chess', 'badminton']","['কাবাডী', 'lucha libre', 'ajedrez', 'badminton']","['Assam', 'Mexico', 'Spain', 'Indonesia']","['South Asia', 'North America', 'Europe', 'South Asia']",3,badminton
Jo-sp-19,Indonesia,South Asia,What region in Indonesia has been traditionally associated with agriculture?,Wilayah mana di Indonesia yang secara tradisional dikaitkan dengan pertanian?,A,"['java', 'andalusia', 'midwest', 'assam']","['jawa', 'andalucía', 'midwest', 'সমগ্ৰ অসম']","['Indonesia', 'Spain', 'US', 'Assam']","['South Asia', 'Europe', 'North America', 'South Asia']",0,java
Jo-sp-31,Indonesia,South Asia,"What time do high school students tend to leave school in Indonesia? (Provide in HH:MM format (e.g., 18:00, 09:00).)","Pukul berapa biasanya siswa SMA pulang dari sekolah di Indonesia? (Berikan dalam format JJ:MM (contoh, 18:00, 09:00).)",B,"['14:00', '15:00', '14:30', '15:30']","['14:00', '15:00', '14:30', '15:30']","['Mexico', 'Indonesia', 'Assam', 'UK']","['North America', 'South Asia', 'South Asia', 'Europe']",1,15:00
Jod-ch-01,Indonesia,South Asia,What eating utensils do people commonly used in Indonesia?,Alat makan apa yang biasa digunakan orang-orang di Indonesia?,C,"['bronze utensils', 'fork', 'spoon', 'knife']","['কাঁহৰ বাচন-বর্তন', 'fork', 'sendok', 'knife']","['Assam', 'US', 'Indonesia', 'UK']","['South Asia', 'North America', 'South Asia', 'Europe']",2,spoon
Jod-ch-04,Indonesia,South Asia,What soft drink do people in Indonesia like to have?,Minuman ringan apa yang disukai oleh orang-orang di Indonesia?,D,"['coke', 'lemonade', 'coca cola', 'teh botol']","['kola', 'নেমু চৰ্বত', 'Κόκα Κόλα', 'teh botol']","['Azerbaijan', 'Assam', 'Greece', 'Indonesia']","['Western Asia', 'South Asia', 'Europe', 'South Asia']",3,teh botol
Jod-ch-06,Indonesia,South Asia,What is the most popular traditional alcohol in Indonesia?,Apa minuman alkohol tradisional yang paling populer di Indonesia?,A,"['sopi', 'rice liquor', 'red wine', 'tsipouro']","['sopi', 'সাঁজ', 'شراب سرخ', 'τσίπουρο']","['Indonesia', 'Assam', 'Iran', 'Greece']","['South Asia', 'South Asia', 'Western Asia', 'Europe']",0,sopi
Jod-ch-09,Indonesia,South Asia,"What time do people usually have dinner in Indonesia? (Provide in HH:MM format (e.g., 18:00, 09:00).)","Pukul berapa orang biasanya makan malam di Indonesia? (Berikan dalam format JJ:MM (contoh, 18:00, 09:00).)",B,"['08:00', '18:00', '21:00', '13:00']","['08:00', '18:00', '21:00', '13:00']","['Assam', 'Indonesia', 'Spain', 'Azerbaijan']","['South Asia', 'South Asia', 'Europe', 'Western Asia']",1,18:00
Jod-ch-12,Indonesia,South Asia,What kind of soup do people from Indonesia like to have?,Jenis sup apa yang disukai oleh orang-orang Indonesia?,C,"['stew soup', 'barley soup', 'chicken soup', 'vegetable soup']","['sopa de cocido', 'سوپ جو', 'sup ayam', 'শাক-পাছলিৰ ছু’প']","['Spain', 'Iran', 'Indonesia', 'Assam']","['Europe', 'Western Asia', 'South Asia', 'South Asia']",2,chicken soup
Jod-ch-13,Indonesia,South Asia,What street food do people from Indonesia like to eat?,Makanan jalanan apa yang disukai oleh orang-orang dari Indonesia?,D,"['kebabs', 'doner kebab', 'panipuri', 'cilok']","['kebabs', 'dönər', 'ফুচকা', 'cilok']","['UK', 'Azerbaijan', 'Assam', 'Indonesia']","['Europe', 'Western Asia', 'South Asia', 'South Asia']",3,cilok
Jod-ch-15,Indonesia,South Asia,What kind of seafood do people from Indonesia like to eat?,Jenis makanan laut apa yang disukai oleh orang-orang Indonesia?,A,"['grilled fish', 'cod', 'fish', 'snail']","['ikan bakar', 'cod', 'ماهي', 'শামুক']","['Indonesia', 'UK', 'Iran', 'Assam']","['South Asia', 'Europe', 'Western Asia', 'South Asia']",0,grilled fish
Jod-ch-16,Indonesia,South Asia,What is the biggest festival in Indonesia?,Apa festival terbesar di Indonesia?,B,"['bihu', 'indonesian independence day', 'novruz', 'san marcos fair']","['বিহু', 'festival 17-an', 'novruz', 'feria de san marcos']","['Assam', 'Indonesia', 'Azerbaijan', 'Mexico']","['South Asia', 'South Asia', 'Western Asia', 'North America']",1,indonesian independence day
Jod-ch-30,Indonesia,South Asia,What are the specific decorations or symbols associated with the most biggest festival in Indonesia?,Apa saja dekorasi atau simbol khusus yang terkait dengan festival terbesar di Indonesia?,C,"['mexican flags', 'haft-seen', 'ketupat', 'dhol']","['banderas mexicanas', 'هفت سین', 'ketupat', 'ঢোল']","['Mexico', 'Iran', 'Indonesia', 'Assam']","['North America', 'Western Asia', 'South Asia', 'South Asia']",2,ketupat
Jod-ch-37,Indonesia,South Asia,What sports do women like to watch the most in Indonesia?,Olahraga apa yang paling disukai oleh wanita untuk ditonton di Indonesia?,D,"['soccer', 'volleyball', 'tennis', 'badminton']","['ফুটবল', 'voleybol', 'tennis', 'badminton']","['Assam', 'Azerbaijan', 'US', 'Indonesia']","['South Asia', 'Western Asia', 'North America', 'South Asia']",3,badminton
Jod-ch-38,Indonesia,South Asia,What sports do men like to watch the most in Indonesia?,Olahraga apa yang paling disukai oleh pria untuk ditonton di Indonesia?,A,"['soccer', 'football', 'cricket', 'American Football']","['sepakbola', 'فوتبال', 'ক্ৰিকেট', 'American Football']","['Indonesia', 'Iran', 'Assam', 'US']","['South Asia', 'Western Asia', 'South Asia', 'North America']",0,soccer
Jod-ch-41,Indonesia,South Asia,What is the common leisure activity that females in their 20s in Indonesia engage in?,Apa kegiatan santai yang umum dilakukan oleh wanita usia 20-an di Indonesia?,B,"['shopping', 'to the cafe', 'hiking in the highlands', 'sewing']","['逛街', 'ke cafe', 'المشي في المرتفعات', 'চিলাই ক\u200bৰে']","['China', 'Indonesia', 'Algeria', 'Assam']","['East Asia', 'South Asia', 'Africa', 'South Asia']",1,to the cafe
Jod-ch-42,Indonesia,South Asia,What is the common leisure activity that males in their 20s in Indonesia engage in?,Apa kegiatan santai yang umum dilakukan oleh pria di usia 20-an di Indonesia?,C,"['plays sports', 'sports', 'going to the mall', 'game']","['খেলা ধুলা ক\u200bৰে', 'الرياضة', 'jalan-jalan ke mal', '게임']","['Assam', 'Algeria', 'Indonesia', 'South_Korea']","['South Asia', 'Africa', 'South Asia', 'East Asia']",2,going to the mall
Jod-ch-51,Indonesia,South Asia,What is the most common transportation that people take to get to work in Indonesia?,Apa alat transportasi yang paling umum digunakan orang untuk pergi ke tempat kerja di Indonesia?,D,"['horse', 'taxi', 'metro', 'motorcycle']","['গাডী়', 'ባጃጅ', '地铁', 'sepeda motor']","['Assam', 'Ethiopia', 'China', 'Indonesia']","['South Asia', 'Africa', 'East Asia', 'South Asia']",3,motorcycle
Jod-ch-54,Indonesia,South Asia,"How long (in days) is the marriage leave in Indonesia? (Provide Arabic numerals (e.g., 12) only.)","Berapa lama (dalam hari) cuti pernikahan di Indonesia? (Berikan hanya angka Arab (misalnya, 12).)",A,"['7', '5', '30', '15']","['7', '5', '30', '15']","['Indonesia', 'South_Korea', 'Ethiopia', 'Assam']","['South Asia', 'East Asia', 'Africa', 'South Asia']",0,7
Jod-ch-56,Indonesia,South Asia,"What is the typical retirement age for women in Indonesia? (Provide Arabic numerals (e.g., 12) only.)","Berapa usia pensiun yang umum untuk perempuan di Indonesia? (Berikan hanya angka Arab (contoh, 12).)",B,"['55', '50', '60', '65']","['55', '50', '60', '65']","['China', 'Indonesia', 'Assam', 'Northern_Nigeria']","['East Asia', 'South Asia', 'South Asia', 'Africa']",1,50
Jod-ch-62,Indonesia,South Asia,Which occupation is most preferred among males in Indonesia?,Pekerjaan apa yang paling disukai oleh pria di Indonesia?,C,"['business', 'teacher', 'entrepreneur', 'doctor']","['kasuwanci', 'শিক্ষক', 'wirausahawan', '의사']","['Northern_Nigeria', 'Assam', 'Indonesia', 'South_Korea']","['Africa', 'South Asia', 'South Asia', 'East Asia']",2,entrepreneur
Ki-pe-24,Indonesia,South Asia,What language is taught in schools in Indonesia besides English?,Bahasa apa yang diajarkan di sekolah-sekolah di Indonesia selain Bahasa Inggris?,D,"['german', 'hindi', 'french', 'indonesian language']","['γερμανικά', 'হিন্দী', 'الفرنسية', 'bahasa indonesia']","['Greece', 'Assam', 'Algeria', 'Indonesia']","['Europe', 'South Asia', 'Africa', 'South Asia']",3,indonesian language
Ki-pe-32,Indonesia,South Asia,What food do the hosts usually prepare for the guests in Indonesia?,Makanan apa yang biasanya disiapkan oleh tuan rumah untuk para tamu di Indonesia?,A,"['traditional snacks', 'arrangement of rice', 'sweets', 'paella']","['kue basah', 'ভাতৰ আয়োজন', 'الحلوى', 'paella']","['Indonesia', 'Assam', 'Algeria', 'Spain']","['South Asia', 'South Asia', 'Africa', 'Europe']",0,traditional snacks
Ki-pe-36,Indonesia,South Asia,"Except the food original from Indonesia, which country's food is more popular in Indonesia?","Selain makanan asli dari Indonesia, makanan dari negara mana yang lebih populer di Indonesia?",B,"['indian', 'japan', 'chinese', 'italy']","['indian', 'jepang', 'চাইনিজ', 'إيطاليا']","['UK', 'Indonesia', 'Assam', 'Algeria']","['Europe', 'South Asia', 'South Asia', 'Africa']",1,japan
Ki-pe-39,Indonesia,South Asia,What food is usually prepared for a family picnic in Indonesia?,Makanan apa yang biasanya disiapkan untuk piknik keluarga di Indonesia?,C,"['dabo qollo', 'pilau', 'rames rice', 'cold sandwich']","['ዳቦ ቆሎ', 'পোলাও', 'nasi rames', 'κρύο σάντουιτς']","['Ethiopia', 'Assam', 'Indonesia', 'Greece']","['Africa', 'South Asia', 'South Asia', 'Europe']",2,rames rice
