ID,target_country,target_region,prompt,source_question,answer_idx,region_choices_list,source_choices_list,region_choice_countries_list,region_choice_region_list,region_answer,region_answer_str
Ca-sp-41,China,East Asia,Where do the dependent elderly usually live in China?,在中国，需要依赖他人照顾的老年人通常住在哪里？,A,"[""children's home"", 'home', 'nursing home', 'among their children']","['子女家', '자택', 'panti jompo', 'مع أبنائهم']","['China', 'South_Korea', 'Indonesia', 'Algeria']","['East Asia', 'East Asia', 'South Asia', 'Africa']",0,children's home
Ca-sp-42,China,East Asia,"How long (in weeks) is China's maternity leave for mums? (Provide Arabic numerals (e.g., 20) only.)",中国的产假有多少周？（只提供阿拉伯数字，例如：20。）,B,"['13', '14', '24', '16']","['13', '14', '24', '16']","['South_Korea', 'China', 'Assam', 'Ethiopia']","['East Asia', 'East Asia', 'South Asia', 'Africa']",1,14
Ca-sp-43,China,East Asia,"How long (in weeks) is China's paternity leave for dads? (Provide Arabic numerals (e.g., 20) only.)",中国的父亲陪产假有多少周？（只提供阿拉伯数字，例如：20。）,C,"['52', '40', '0', '1']","['52', '40', '0', '1']","['South_Korea', 'Indonesia', 'China', 'Ethiopia']","['East Asia', 'South Asia', 'East Asia', 'Africa']",2,0
Ca-sp-45,China,East Asia,What type of destination is commonly chosen for a family vacation in China?,在中国，家庭度假通常选择哪种类型的目的地？,D,"['ocean', 'minjibir package', 'hilly area', 'popular city attractions']","['바다', 'minjibir pack', 'পাহাৰীয়া ঠাই', '热门城市景点']","['South_Korea', 'Northern_Nigeria', 'Assam', 'China']","['East Asia', 'Africa', 'South Asia', 'East Asia']",3,popular city attractions
Gu-ch-05,China,East Asia,What sports do seniors like the most in China?,在中国，老年人最喜欢什么运动？,A,"['walk', 'cards', 'janggi', 'badminton']","['散步', 'karta', '장기', 'bulutangkis']","['China', 'Northern_Nigeria', 'South_Korea', 'Indonesia']","['East Asia', 'Africa', 'East Asia', 'South Asia']",0,walk
Gu-ch-09,China,East Asia,What sports do women like to play the most in China?,在中国，女性最喜欢参与哪些运动？,B,"['gymnastics', 'badminton', 'volleyball', 'soccer']","['الجمباز', '羽毛球', 'voleybol', '축구']","['Algeria', 'China', 'Azerbaijan', 'South_Korea']","['Africa', 'East Asia', 'Western Asia', 'East Asia']",1,badminton
Gu-ch-11,China,East Asia,What sports event has China won the most gold medals at the Olympics?,中国在奥运会上哪个体育项目获得了最多的金牌？,C,"['wrestling', 'archery', 'ping pong', 'running']","['کشتی', '양궁', '乒乓球', 'الركض']","['Iran', 'South_Korea', 'China', 'Algeria']","['Western Asia', 'East Asia', 'East Asia', 'Africa']",2,ping pong
Gu-ch-33,China,East Asia,"From which age do students start learning their second language in China? (Provide Arabic numerals (e.g., 12) only.)",在中国，学生从几岁开始学习第二语言？（只提供阿拉伯数字（例如，12）。）,D,"['10', '13', '6', '5']","['10', '13', '6', '5']","['South_Korea', 'Ethiopia', 'Azerbaijan', 'China']","['East Asia', 'Africa', 'Western Asia', 'East Asia']",3,5
Gu-ch-40,China,East Asia,"What time do younger elementary school students finish school in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)","中国小学低年级学生什么时候放学？（请以HH:MM格式提供，例如，18:00, 09:00。）",A,"['16:30', '15:00', '14:00', '13:00']","['16:30', '15:00', '14:00', '13:00']","['China', 'Iran', 'Ethiopia', 'South_Korea']","['East Asia', 'Western Asia', 'Africa', 'East Asia']",0,16:30
Ji-ko-03,China,East Asia,Which region/city has the highest number of financial companies in China?,在中国，哪个地区/城市拥有最多的金融公司？,B,"['baku', 'shanghai', 'yeouido', 'kano']","['Bakı', '上海', '여의도', 'kano']","['Azerbaijan', 'China', 'South_Korea', 'Northern_Nigeria']","['Western Asia', 'East Asia', 'East Asia', 'Africa']",1,shanghai
Ji-ko-07,China,East Asia,What is the most famous private company in China?,中国最著名的私营公司是哪一家？,C,"['samsung', 'iran khodro', 'tencent', 'dangote company']","['삼성', 'ايرانخودرو', '腾讯', 'kamfanin dangote']","['South_Korea', 'Iran', 'China', 'Northern_Nigeria']","['East Asia', 'Western Asia', 'East Asia', 'Africa']",2,tencent
Ji-ko-08,China,East Asia,"What is the maximum number of hours one can work per week in China? (Provide Arabic numerals (e.g., 12) only.)",在中国，每周最多可以工作多少小时？（只提供阿拉伯数字（例如，12）。）,D,"['43', '48', '52', '40']","['43', '48', '52', '40']","['Greece', 'Mexico', 'South_Korea', 'China']","['Europe', 'North America', 'East Asia', 'East Asia']",3,40
Ji-ko-09,China,East Asia,What do people typically eat during company get-together in China?,在中国的公司聚会上，人们通常吃些什么？,A,"['hot pot', 'pork belly', 'sandwich', 'burgers']","['火锅', '삼겹살', 'σάντουιτς', 'burgers']","['China', 'South_Korea', 'Greece', 'US']","['East Asia', 'East Asia', 'Europe', 'North America']",0,hot pot
Ji-ko-14,China,East Asia,What is the representative export item of China?,中国的代表性出口商品是什么？,B,"['ham', 'yiwu small commodities', 'avocado', 'semiconductor']","['jamón', '义乌小商品', 'aguacate', '반도체']","['Spain', 'China', 'Mexico', 'South_Korea']","['Europe', 'East Asia', 'North America', 'East Asia']",1,yiwu small commodities
Ji-ko-16,China,East Asia,Where do mothers stay for a certain period after childbirth for recovery in China?,在中国，产妇在生完孩子后为了恢复会在哪里住一段时间？,C,"['postnatal care center', 'in the hospital', 'postpartum care center', 'home']","['산후조리원', 'en el hospital', '月子中心', 'home']","['South_Korea', 'Spain', 'China', 'US']","['East Asia', 'Europe', 'East Asia', 'North America']",2,postpartum care center
Ji-ko-22,China,East Asia,What do people especially spend their first salary on in China's society?,在中国社会，人们的第一份工资通常会特别花在什么上？,D,"['groceries', 'gift for parents', 'restaurants', 'clothes']","['groceries', '부모님 선물', 'restaurantes', '衣服']","['UK', 'South_Korea', 'Mexico', 'China']","['Europe', 'East Asia', 'North America', 'East Asia']",3,clothes
Ji-ko-24,China,East Asia,What is the most preferred recreational facility among children in China?,在中国，儿童最喜欢的休闲设施是什么？,A,"['swing', 'park', 'playground', 'park playground']","['秋千', 'park', '놀이터', 'park playground']","['China', 'UK', 'South_Korea', 'US']","['East Asia', 'Europe', 'East Asia', 'North America']",0,swing
Ji-ko-25,China,East Asia,What are the family-related holidays in China?,中国有哪些与家庭相关的节日？,B,"[""children's day"", 'mid-autumn festival', 'christmas', 'maternity leave']","['어린이날', '中秋节', 'Χριστούγεννα', 'প্ৰসূতিকালীন বন্ধ\u200b']","['South_Korea', 'China', 'Greece', 'Assam']","['East Asia', 'East Asia', 'Europe', 'South Asia']",1,mid-autumn festival
Ji-ko-26,China,East Asia,What are the key milestones associated with children's independence from their parents in China's society?,在中国社会中，与孩子们从父母那里独立出来相关的关键里程碑是什么？,C,"['entering college', 'employment', 'work', 'marriage']","['masuk kuliah', '취업', '工作', 'γάμος']","['Indonesia', 'South_Korea', 'China', 'Greece']","['South Asia', 'East Asia', 'East Asia', 'Europe']",2,work
Ji-ko-27,China,East Asia,What is the common gift you give when visiting elderly parents in China?,在中国拜访年长的父母时，常见的礼物是什么？,D,"['functional food', 'chocolates', 'clothes', 'health care products']","['건강기능식품', 'bombones', 'কাপোৰ', '保健食品']","['South_Korea', 'Spain', 'Assam', 'China']","['East Asia', 'Europe', 'South Asia', 'East Asia']",3,health care products
Ji-ko-28,China,East Asia,When is the first day that people celebrate after a child is born in China?,在中国，孩子出生后人们庆祝的第一天是什么时候？,A,"['first month', 'birthday', ""on the same day as the child's birth"", 'first birthday party']","['满月', 'cumpleaños', 'di hari yang sama dengan kelahiran si anak', '돌']","['China', 'Spain', 'Indonesia', 'South_Korea']","['East Asia', 'Europe', 'South Asia', 'East Asia']",0,first month
Ji-ko-33,China,East Asia,Where do high school students in China usually go after dinner?,中国的高中生晚饭后通常去哪里？,B,"['sleeps at home', 'home', 'academy', 'canteen']","['ঘৰত শুই থাকে', '家', '학원', 'canteen']","['Assam', 'China', 'South_Korea', 'UK']","['South Asia', 'East Asia', 'East Asia', 'Europe']",1,home
Ji-ko-34,China,East Asia,How do elementary school students in China go to school?,中国的小学生是怎么上学的？,C,"['car', 'walking', 'parent pick-up and drop-off', 'walk']","['mobil', '걸어서', '家长接送', 'walk']","['Indonesia', 'South_Korea', 'China', 'UK']","['South Asia', 'East Asia', 'East Asia', 'Europe']",2,parent pick-up and drop-off
Ji-ko-35,China,East Asia,What is the most common form of private education in China?,在中国，最常见的私立教育形式是什么？,D,"['academy', 'lyceums', 'colleges', 'private school']","['학원', 'liseylər', 'κολλέγια', '私立学校']","['South_Korea', 'Azerbaijan', 'Greece', 'China']","['East Asia', 'Western Asia', 'Europe', 'East Asia']",3,private school
Ji-ko-38,China,East Asia,Which major is considered the most difficult to gain admission to in China?,在中国，哪个专业在大学里被认为是最难考上的？,A,"['medicine', 'medical science', 'college of medicine', 'medical']","['医学', 'ιατρική', '의예과', 'پزشکی']","['China', 'Greece', 'South_Korea', 'Iran']","['East Asia', 'Europe', 'East Asia', 'Western Asia']",0,medicine
Ji-ko-40,China,East Asia,What do high school students typically do during break time in schools in China?,在中国的学校里，高中生在课间休息时间通常做些什么？,B,"['chat', 'go to the toilet', 'to eat', 'game']","['dostları ilə danışırlar', '上厕所', 'comer', '게임']","['Azerbaijan', 'China', 'Spain', 'South_Korea']","['Western Asia', 'East Asia', 'Europe', 'East Asia']",1,go to the toilet
Ji-ko-44,China,East Asia,Which region (within a city) in China has the highest academic fervor?,中国哪个城市里的哪个区域学术热情最高？,C,"['university campus', 'gangnam', 'beijing', 'enghelab street']","['campus universitario.', '강남', '北京', 'خیابان انقلاب']","['Spain', 'South_Korea', 'China', 'Iran']","['Europe', 'East Asia', 'East Asia', 'Western Asia']",2,beijing
Ji-ko-45,China,East Asia,What do people look forward to the most at university festivals in China?,在中国的大学节日中，人们最期待的是什么？,D,"['music performance', 'singer', 'alcohol', 'holiday']","['musiqi ifaları', '가수 공연', 'alcohol', '假日']","['Azerbaijan', 'South_Korea', 'UK', 'China']","['Western Asia', 'East Asia', 'Europe', 'East Asia']",3,holiday
Jo-sp-01,China,East Asia,What is the second most popular sport in China?,中国第二大流行的运动是什么？,A,"['basketball', 'volleyball', 'baseball', 'rugby']","['篮球', 'والیبال', '야구', 'rugby']","['China', 'Iran', 'South_Korea', 'UK']","['East Asia', 'Western Asia', 'East Asia', 'Europe']",0,basketball
Jo-sp-02,China,East Asia,What is the most popular sport played without a ball in China?,在中国，最受欢迎的不需要用球的运动是什么？,B,"['archery', 'chinese chess', 'wrestling', 'kabaddi']","['양궁', '象棋', 'lucha libre', 'কাবাডী']","['South_Korea', 'China', 'Mexico', 'Assam']","['East Asia', 'East Asia', 'North America', 'South Asia']",1,chinese chess
Jo-sp-19,China,East Asia,What region in China has been traditionally associated with agriculture?,在中国，哪个地区历史上与农业有关？,C,"['java', 'north of mexico', 'henan', 'honam']","['jawa', 'norte de méxico', '河南', '호남']","['Indonesia', 'Mexico', 'China', 'South_Korea']","['South Asia', 'North America', 'East Asia', 'East Asia']",2,henan
Jo-sp-31,China,East Asia,"What time do high school students tend to leave school in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)","在中国，高中生通常什么时间放学？（请以HH:MM格式提供，例如，18:00, 09:00。）",D,"['14:30', '15:00', '16:00', '22:00']","['14:30', '15:00', '16:00', '22:00']","['Assam', 'US', 'South_Korea', 'China']","['South Asia', 'North America', 'East Asia', 'East Asia']",3,22:00
Jo-sp-32,China,East Asia,What sport do elementary school students tend to practice at school in China?,在中国，小学生通常在学校做什么运动？,A,"['running', 'basketball', 'soccer', 'dodgeball']","['跑步', 'basketball', 'sepakbola', '피구']","['China', 'US', 'Indonesia', 'South_Korea']","['East Asia', 'North America', 'South Asia', 'East Asia']",0,running
Jod-ch-06,China,East Asia,What is the most popular traditional alcohol in China?,中国最受欢迎的传统酒精饮料是什么？,B,"['araq', 'bai', 'rice wine', 'tequila']","['araq', '白酒', '막걸리', 'tequila']","['Azerbaijan', 'China', 'South_Korea', 'Mexico']","['Western Asia', 'East Asia', 'East Asia', 'North America']",1,bai
Jod-ch-12,China,East Asia,What kind of soup do people from China like to have?,中国人喜欢喝什么样的汤？,C,"['barley soup', 'noodle soup', 'tomato potato soup', 'soybean paste soup']","['سوپ جو', 'sopa de fideo', '西红柿马铃薯汤', '된장국']","['Iran', 'Mexico', 'China', 'South_Korea']","['Western Asia', 'North America', 'East Asia', 'East Asia']",2,tomato potato soup
Jod-ch-13,China,East Asia,What street food do people from China like to eat?,中国人喜欢吃什么街头小吃？,D,"['stir-fried rice cakes', 'hotdogs', 'doner kebab', 'roasted sausage']","['떡볶이', 'hotdogs', 'dönər', '烤肠']","['South_Korea', 'US', 'Azerbaijan', 'China']","['East Asia', 'North America', 'Western Asia', 'East Asia']",3,roasted sausage
Jod-ch-16,China,East Asia,What is the biggest festival in China?,中国最大的节日是什么？,A,"['lunar new year', 'South by Southwest', 'cherry-blossom viewing', 'nowruz']","['春节', 'South by Southwest', '벚꽃놀이', 'نوروز']","['China', 'US', 'South_Korea', 'Iran']","['East Asia', 'North America', 'East Asia', 'Western Asia']",0,lunar new year
Jod-ch-28,China,East Asia,What is the most commonly used public transport by people when travelling between cites in China?,在中国，人们在城市间旅行时最常用的公共交通工具是什么？,B,"['train', 'high-speed rail', 'personal car', 'car']","['기차', '高铁', 'şəxsi maşın', 'গাডী়']","['South_Korea', 'China', 'Azerbaijan', 'Assam']","['East Asia', 'East Asia', 'Western Asia', 'South Asia']",1,high-speed rail
Jod-ch-30,China,East Asia,What are the specific decorations or symbols associated with the most biggest festival in China?,与中国最大的节日相关的具体装饰或符号有哪些？,C,"['dhol', 'light', 'chinese knot', 'haft-seen']","['ঢোল', '빛', '中国结', 'هفت سین']","['Assam', 'South_Korea', 'China', 'Iran']","['South Asia', 'East Asia', 'East Asia', 'Western Asia']",2,chinese knot
Jod-ch-37,China,East Asia,What sports do women like to watch the most in China?,在中国，女性最喜欢观看哪些体育运动？,D,"['baseball', 'volleyball', 'badminton', 'diving']","['야구', 'voleybol', 'badminton', '跳水']","['South_Korea', 'Azerbaijan', 'Indonesia', 'China']","['East Asia', 'Western Asia', 'South Asia', 'East Asia']",3,diving
Jod-ch-41,China,East Asia,What is the common leisure activity that females in their 20s in China engage in?,中国20多岁的女性通常参加什么休闲活动？,A,"['shopping', 'to the cafe', 'youtube', 'sport']","['逛街', 'ke cafe', '유튜브', 'ورزش']","['China', 'Indonesia', 'South_Korea', 'Iran']","['East Asia', 'South Asia', 'East Asia', 'Western Asia']",0,shopping
Jod-ch-42,China,East Asia,What is the common leisure activity that males in their 20s in China engage in?,中国20多岁的男性通常参加什么休闲活动？,B,"['game', 'play games', 'soccer', 'sports']","['게임', '打游戏', 'ποδόσφαιρο', 'الرياضة']","['South_Korea', 'China', 'Greece', 'Algeria']","['East Asia', 'East Asia', 'Europe', 'Africa']",1,play games
Jod-ch-51,China,East Asia,What is the most common transportation that people take to get to work in China?,在中国，人们上班最常用的交通工具是什么？,C,"['bus', 'private car', 'metro', 'subway']","['حافلة', 'coche particular', '地铁', '지하철']","['Algeria', 'Spain', 'China', 'South_Korea']","['Africa', 'Europe', 'East Asia', 'East Asia']",2,metro
Jod-ch-62,China,East Asia,Which occupation is most preferred among males in China?,在中国，男性最偏爱哪种职业？,D,"['lawyer', 'engineer', 'doctor', 'civil servant']","['lawyer', 'مهندس', '의사', '公务员']","['UK', 'Algeria', 'South_Korea', 'China']","['Europe', 'Africa', 'East Asia', 'East Asia']",3,civil servant
Ki-pe-24,China,East Asia,What language is taught in schools in China besides English?,在中国的学校里除了英语之外还教授哪种语言？,A,"['chinese', 'amharic', 'japanese', 'german']","['中文', 'አማርኛ', '일본어', 'γερμανικά']","['China', 'Ethiopia', 'South_Korea', 'Greece']","['East Asia', 'Africa', 'East Asia', 'Europe']",0,chinese
Ki-pe-32,China,East Asia,What food do the hosts usually prepare for the guests in China?,在中国，主人通常为客人准备什么食物？,B,"['meat', 'stir-fry', 'paella', 'chicken stew']","['고기', '热炒', 'paella', 'ዶሮ ወጥ']","['South_Korea', 'China', 'Spain', 'Ethiopia']","['East Asia', 'East Asia', 'Europe', 'Africa']",1,stir-fry
Ki-pe-34,China,East Asia,What is the usual drink in the breakfast in China?,在中国，早餐通常喝什么饮品？,C,"['tea', 'coffee', 'soy milk', 'water']","['ሻይ', 'coffee', '豆浆', '물']","['Ethiopia', 'UK', 'China', 'South_Korea']","['Africa', 'Europe', 'East Asia', 'East Asia']",2,soy milk
Ki-pe-36,China,East Asia,"Except the food original from China, which country's food is more popular in China?",除了源自中国的食物，哪个国家的食物在中国更受欢迎？,D,"['japanese cuisine', 'arab country', 'italian cuisine', 'america']","['일식', 'ƙasar larabawa', 'Ιταλία', '美国']","['South_Korea', 'Northern_Nigeria', 'Greece', 'China']","['East Asia', 'Africa', 'Europe', 'East Asia']",3,america
Ki-pe-39,China,East Asia,What food is usually prepared for a family picnic in China?,在中国，家庭野餐通常准备什么食物？,A,"['fruit', 'russian salad', 'kimbap', 'chicken']","['水果', 'ensaladilla', '김밥', 'kaji']","['China', 'Spain', 'South_Korea', 'Northern_Nigeria']","['East Asia', 'Europe', 'East Asia', 'Africa']",0,fruit
Ki-pe-40,China,East Asia,Which food from China is considered disgusting by the rest of the world?,哪些来自中国的食物被世界其他地方的人认为是令人厌恶/无法接受的？,B,"['haggis', 'century egg', 'pupa', 'mashed food']","['haggis', '皮蛋', '번데기', 'tuwo']","['UK', 'China', 'South_Korea', 'Northern_Nigeria']","['Europe', 'East Asia', 'East Asia', 'Africa']",1,century egg
Ki-pe-43,China,East Asia,What is the name of the popular bread in China?,在中国，比较流行的面包是什么？,C,"['concha', 'matloue', 'european-style bread', 'pizza bread']","['concha', 'مطلوع', '欧包', '피자빵']","['Mexico', 'Algeria', 'China', 'South_Korea']","['North America', 'Africa', 'East Asia', 'East Asia']",2,european-style bread
Kik-in-01,China,East Asia,What national holiday has the longest duration in China?,中国哪个假期的持续时间最长？,D,"['liberation revolution', 'chuseok', 'Xmas', 'lunar new year']","['اندلاع الثورة', '추석', 'Xmas', '春节']","['Algeria', 'South_Korea', 'US', 'China']","['Africa', 'East Asia', 'North America', 'East Asia']",3,lunar new year
Kik-in-02,China,East Asia,What are the common activities people from China do to celebrate Independence day?,中国人民庆祝国庆节通常会做哪些活动？,A,"['travel', 'march', 'raising the national flag', 'national holidays']","['旅游', 'የመንገድ ላይ ትሪቶች', '국기 게양', 'fiestas patrias']","['China', 'Ethiopia', 'South_Korea', 'Mexico']","['East Asia', 'Africa', 'East Asia', 'North America']",0,travel
Kik-in-06,China,East Asia,What event is usually held before a wedding in China?,在中国，婚礼前通常会举办什么活动？,B,"['meeting between the families of the bride and groom', 'engagement ceremony', 'give dowry', 'bachelor party']","['상견례', '订婚仪式', 'ጥሎሽ መጣል', 'bachelor party']","['South_Korea', 'China', 'Ethiopia', 'US']","['East Asia', 'East Asia', 'Africa', 'North America']",1,engagement ceremony
Kik-in-07,China,East Asia,What is usually shared to the children during (Lunar) New Year in China?,在中国的（农历）新年期间，通常会给孩子们分发什么？,C,"['fireworks', 'candy', 'red packet', 'pocket money']","['fuegos artificiales', 'alawoyi', '红包', '용돈']","['Mexico', 'Northern_Nigeria', 'China', 'South_Korea']","['North America', 'Africa', 'East Asia', 'East Asia']",2,red packet
Kik-in-10,China,East Asia,What is the most popular tourist attraction for foreign visitors in China?,在中国，哪个旅游景点最受外国游客欢迎？,D,"['gyeongbokgung', 'statue of liberty', 'yankari (refers to yankari national park or yankari game reserve)', 'great wall']","['경복궁', 'statue of liberty', 'yankari', '长城']","['South_Korea', 'US', 'Northern_Nigeria', 'China']","['East Asia', 'North America', 'Africa', 'East Asia']",3,great wall
Kik-in-11,China,East Asia,"What is the most popular religious sites (temple, church, etc.) for tourism in China?",在中国，最受欢迎的宗教旅游景点（寺庙、教堂等）是哪些？,A,"['shaolin temple', 'our mother of africa', 'kamakhya temple', 'bulguksa']","['少林寺', ""Notre Dame d'Afrique"", 'কামাখ্যা মন্দিৰ', '불국사']","['China', 'Algeria', 'Assam', 'South_Korea']","['East Asia', 'Africa', 'South Asia', 'East Asia']",0,shaolin temple
Kik-in-31,China,East Asia,What is the most famous martial art sports in China?,中国最著名的武术运动是什么？,B,"['pencak silat', 'chinese kung fu', 'taekwondo', 'judo']","['pencak silat', '中国武术', '태권도', 'الجيدو']","['Indonesia', 'China', 'South_Korea', 'Algeria']","['South Asia', 'East Asia', 'East Asia', 'Africa']",1,chinese kung fu
Kik-in-35,China,East Asia,What sports were popular among people from China during the COVID-19 pandemic?,在COVID-19大流行期间，中国人民喜欢哪些运动？,C,"['ludo', 'baseball', 'aerobics', 'home workout']","['লুডু', '야구', '跳操', 'የቤት ውስጥ ስፖርት']","['Assam', 'South_Korea', 'China', 'Ethiopia']","['South Asia', 'East Asia', 'East Asia', 'Africa']",2,aerobics
Kik-in-36,China,East Asia,Who is the most popular soccer coach in China?,谁是中国最受欢迎的足球教练？,D,"['guus hiddink', 'sewnet bishaw', 'shin tae-yong', 'li tie']","['거스 히딩크', 'ሰውነት ቢሻው', 'shin tae-yong', '李铁']","['South_Korea', 'Ethiopia', 'Indonesia', 'China']","['East Asia', 'Africa', 'South Asia', 'East Asia']",3,li tie
Kik-in-37,China,East Asia,What soccer teams in China are famous for their intense rivalry? (e.g. ___ vs ___),中国有哪些足球队因为他们之间的激烈对抗而闻名？（例如 ___ 对 ___）,A,"['evergrande vs. luneng', 'suwon bluewings vs fc seoul', 'oil india duliajan vs assam state electricity board', 'kano pillars and katsina united']","['恒大对鲁能', '수원 삼성 대 FC 서울', 'অইল ইণ্ডিয়া দুলীয়াজান বনাম অসম ৰাজ্যিক বিদ্যুৎ পৰিষদ', 'kano pillers da katsina united']","['China', 'South_Korea', 'Assam', 'Northern_Nigeria']","['East Asia', 'East Asia', 'South Asia', 'Africa']",0,evergrande vs. luneng
